baron_fst,baron_kills,champ_fst,champ_kills,drg_fst,drg_kill,inhib_fst,inhib_kills,rf_fst,rf_kills,tw_fst,tw_kills,teamId,win,gameDuration
False,0.0,True,32.0,True,3.0,False,0.0,True,1.0,True,3.0,100.0,False,1421
False,0.0,True,9.0,True,1.0,False,0.0,False,0.0,False,0.0,100.0,False,2114
True,1.0,True,40.0,True,4.0,True,1.0,False,1.0,False,6.0,100.0,False,951
False,0.0,True,23.0,False,1.0,False,0.0,True,1.0,False,3.0,100.0,False,1928
False,0.0,True,22.0,True,2.0,False,0.0,True,1.0,True,3.0,100.0,False,1521
True,1.0,False,24.0,False,2.0,True,4.0,True,2.0,True,11.0,100.0,True,1988
False,0.0,False,19.0,True,1.0,False,0.0,False,0.0,True,1.0,100.0,False,1419
False,0.0,True,9.0,False,0.0,False,0.0,False,0.0,False,0.0,100.0,False,1461
True,1.0,False,32.0,False,2.0,True,2.0,False,0.0,True,10.0,100.0,True,1052
False,0.0,False,20.0,True,1.0,False,0.0,False,0.0,False,1.0,100.0,True,1805
True,1.0,True,26.0,False,1.0,False,0.0,False,1.0,True,3.0,100.0,True,1004
False,0.0,True,4.0,False,0.0,False,0.0,True,1.0,False,0.0,100.0,False,1393
False,0.0,True,24.0,False,0.0,False,0.0,True,1.0,True,4.0,100.0,True,935
False,0.0,False,35.0,False,2.0,True,1.0,False,1.0,False,5.0,100.0,False,926
False,0.0,False,17.0,False,0.0,False,0.0,False,0.0,False,3.0,100.0,False,2107
False,1.0,True,35.0,True,4.0,False,3.0,False,1.0,True,10.0,100.0,False,1837
True,1.0,True,20.0,False,0.0,False,0.0,False,0.0,False,3.0,100.0,False,2376
True,1.0,False,33.0,True,3.0,True,2.0,True,2.0,True,9.0,100.0,True,1439
False,0.0,True,15.0,True,1.0,False,0.0,True,1.0,True,2.0,100.0,True,1408
False,0.0,True,26.0,True,4.0,True,1.0,True,2.0,True,9.0,100.0,True,934
False,0.0,True,18.0,False,0.0,False,0.0,False,0.0,False,1.0,100.0,False,1715
False,0.0,True,32.0,False,0.0,False,0.0,True,1.0,False,6.0,100.0,False,1484
True,2.0,True,44.0,True,4.0,True,2.0,True,1.0,False,10.0,100.0,True,2397
False,0.0,True,24.0,False,0.0,False,0.0,True,1.0,False,2.0,100.0,False,2132
False,0.0,True,33.0,True,3.0,True,1.0,True,1.0,True,9.0,100.0,True,1381
False,0.0,False,21.0,False,1.0,False,0.0,False,0.0,True,2.0,100.0,False,1304
False,1.0,False,28.0,True,3.0,False,0.0,True,1.0,True,5.0,100.0,False,1408
False,0.0,False,25.0,False,2.0,False,0.0,False,0.0,False,4.0,100.0,False,1838
False,0.0,False,19.0,False,0.0,False,0.0,False,0.0,False,3.0,100.0,False,2100
False,0.0,True,44.0,False,1.0,True,2.0,True,1.0,True,9.0,100.0,True,1326
True,1.0,True,36.0,True,4.0,False,0.0,False,0.0,False,5.0,100.0,True,1299
False,0.0,False,5.0,True,1.0,False,0.0,False,0.0,False,1.0,100.0,False,1641
True,1.0,True,28.0,True,2.0,True,3.0,True,2.0,True,11.0,100.0,True,1213
True,1.0,True,28.0,True,2.0,True,3.0,True,2.0,True,11.0,100.0,True,1436
True,1.0,False,33.0,False,3.0,True,3.0,True,2.0,True,11.0,100.0,True,1436
False,0.0,False,34.0,False,0.0,True,1.0,False,0.0,False,2.0,100.0,True,1745
False,0.0,True,25.0,False,3.0,False,0.0,True,2.0,True,7.0,100.0,False,837
True,1.0,True,36.0,False,1.0,True,2.0,False,0.0,True,11.0,100.0,True,2052
False,0.0,False,40.0,True,4.0,False,0.0,True,1.0,True,5.0,100.0,False,1379
False,0.0,False,2.0,False,0.0,False,0.0,False,0.0,False,0.0,100.0,False,2108
True,1.0,True,37.0,True,4.0,True,2.0,True,2.0,True,10.0,100.0,True,931
True,1.0,False,40.0,True,2.0,True,1.0,False,1.0,False,7.0,100.0,True,1686
False,0.0,False,17.0,False,3.0,True,2.0,True,2.0,True,7.0,100.0,False,1710
False,0.0,True,19.0,False,0.0,False,0.0,False,0.0,False,1.0,100.0,False,2227
True,1.0,True,53.0,True,4.0,True,2.0,False,0.0,True,9.0,100.0,True,1615
False,0.0,True,13.0,False,0.0,False,0.0,False,0.0,False,0.0,100.0,False,1923
True,1.0,False,34.0,False,2.0,True,2.0,False,1.0,False,9.0,100.0,True,1392
False,0.0,False,21.0,False,0.0,True,1.0,False,1.0,False,4.0,100.0,False,1794
True,2.0,True,44.0,True,4.0,True,2.0,True,1.0,False,10.0,100.0,True,1769
False,0.0,True,27.0,False,0.0,False,0.0,True,1.0,True,2.0,100.0,False,2132
False,0.0,False,28.0,False,0.0,False,0.0,False,0.0,False,0.0,100.0,False,1682
False,0.0,False,3.0,False,0.0,False,0.0,False,0.0,False,0.0,100.0,False,979
False,0.0,False,27.0,False,0.0,False,0.0,True,1.0,False,4.0,100.0,False,918
False,0.0,True,4.0,False,0.0,False,0.0,False,0.0,False,0.0,100.0,False,1658
False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,100.0,False,966
True,1.0,True,29.0,False,0.0,True,1.0,True,2.0,True,9.0,100.0,True,195
False,0.0,False,35.0,True,3.0,False,0.0,False,1.0,False,1.0,100.0,False,1434
False,0.0,True,19.0,True,2.0,False,0.0,True,1.0,False,1.0,100.0,False,1863
False,0.0,True,18.0,True,1.0,False,0.0,True,1.0,False,4.0,100.0,False,1704
False,0.0,True,34.0,True,3.0,True,2.0,True,1.0,True,10.0,100.0,True,1478
True,1.0,False,28.0,False,2.0,True,1.0,True,2.0,True,9.0,100.0,True,1306
True,3.0,True,60.0,False,4.0,True,5.0,False,1.0,False,10.0,100.0,True,1289
False,0.0,True,18.0,True,1.0,False,0.0,True,1.0,False,4.0,100.0,False,2583
False,0.0,False,16.0,False,0.0,False,0.0,False,0.0,False,0.0,100.0,False,1478
False,0.0,True,36.0,True,3.0,True,2.0,False,0.0,True,10.0,100.0,True,1527
False,0.0,False,28.0,False,2.0,True,1.0,False,1.0,False,6.0,100.0,True,1536
False,0.0,True,30.0,True,4.0,True,1.0,True,2.0,True,10.0,100.0,True,1294
True,1.0,True,31.0,True,1.0,False,0.0,True,2.0,False,4.0,100.0,True,1834
False,0.0,False,28.0,True,3.0,False,1.0,False,1.0,True,6.0,100.0,False,1322
True,2.0,False,37.0,False,2.0,True,2.0,False,1.0,True,10.0,100.0,True,2138
False,0.0,True,20.0,False,1.0,False,0.0,False,0.0,False,0.0,100.0,False,1805
False,1.0,True,37.0,True,3.0,False,1.0,True,2.0,True,9.0,100.0,True,1631
False,0.0,True,34.0,True,2.0,False,1.0,True,2.0,True,6.0,100.0,False,1776
False,0.0,True,18.0,True,1.0,False,0.0,False,0.0,False,2.0,100.0,False,2547
True,2.0,False,25.0,True,2.0,True,3.0,True,2.0,False,11.0,100.0,True,1519
True,1.0,False,38.0,False,3.0,True,1.0,False,0.0,False,9.0,100.0,True,1765
True,1.0,True,29.0,False,3.0,True,1.0,True,2.0,True,9.0,100.0,True,2081
False,0.0,True,23.0,False,1.0,True,2.0,True,2.0,True,11.0,100.0,True,1640
True,1.0,False,23.0,True,4.0,True,3.0,True,2.0,True,10.0,100.0,True,1366
False,0.0,False,45.0,False,0.0,False,1.0,False,0.0,False,4.0,100.0,True,1934
False,0.0,False,10.0,False,0.0,False,0.0,False,0.0,False,0.0,100.0,False,1353
False,0.0,False,16.0,False,0.0,False,0.0,False,0.0,False,0.0,100.0,False,1224
False,0.0,True,9.0,False,0.0,False,0.0,True,1.0,False,1.0,100.0,False,1273
True,1.0,True,29.0,True,2.0,True,1.0,True,1.0,True,5.0,100.0,True,912
False,1.0,True,29.0,False,3.0,True,1.0,True,2.0,True,9.0,100.0,True,1452
False,0.0,False,20.0,False,0.0,False,0.0,False,0.0,False,1.0,100.0,False,1984
True,2.0,False,34.0,True,2.0,True,3.0,False,1.0,False,11.0,100.0,True,1392
False,0.0,False,26.0,False,0.0,False,0.0,False,0.0,False,1.0,100.0,False,1930
True,1.0,False,49.0,False,2.0,True,2.0,True,2.0,True,10.0,100.0,True,1050
False,1.0,True,33.0,True,3.0,False,1.0,False,0.0,True,10.0,100.0,True,1882
False,0.0,False,29.0,True,3.0,False,0.0,True,2.0,True,4.0,100.0,False,2031
True,1.0,False,26.0,False,0.0,False,0.0,True,2.0,True,5.0,100.0,False,1747
False,0.0,True,66.0,False,0.0,True,3.0,False,0.0,False,4.0,100.0,True,1891
False,0.0,True,22.0,False,1.0,False,0.0,False,0.0,True,4.0,100.0,False,1330
False,0.0,False,6.0,False,0.0,False,0.0,False,0.0,False,0.0,100.0,False,1725
True,1.0,True,42.0,True,4.0,True,1.0,True,1.0,True,9.0,100.0,True,1130
False,0.0,True,23.0,True,1.0,False,0.0,True,1.0,True,2.0,100.0,True,1830
False,0.0,False,7.0,False,0.0,False,0.0,False,0.0,False,0.0,100.0,False,939
True,1.0,True,29.0,False,1.0,True,2.0,True,2.0,True,10.0,100.0,True,1266
True,1.0,True,36.0,True,2.0,False,0.0,True,1.0,True,3.0,100.0,False,1408
False,2.0,False,48.0,False,5.0,False,4.0,True,1.0,True,11.0,100.0,True,1998
False,0.0,False,34.0,False,0.0,False,0.0,False,0.0,True,1.0,100.0,False,3181
True,1.0,True,25.0,True,4.0,True,1.0,False,0.0,False,8.0,100.0,True,1012
True,1.0,True,38.0,False,1.0,True,1.0,False,1.0,False,7.0,100.0,True,1632
True,1.0,False,28.0,False,2.0,True,2.0,True,2.0,True,9.0,100.0,True,1854
True,1.0,True,37.0,True,2.0,True,4.0,True,1.0,True,11.0,100.0,True,1467
False,0.0,False,22.0,False,0.0,False,0.0,True,1.0,True,4.0,100.0,False,1615
False,0.0,True,48.0,False,2.0,True,1.0,False,0.0,True,8.0,100.0,True,2073
False,0.0,True,26.0,False,0.0,False,0.0,False,0.0,False,0.0,100.0,False,1872
True,1.0,True,42.0,True,4.0,True,2.0,False,0.0,False,9.0,100.0,True,1483
False,0.0,True,18.0,False,0.0,False,0.0,False,0.0,False,0.0,100.0,False,1845
True,1.0,False,29.0,True,3.0,True,2.0,True,2.0,True,11.0,100.0,True,1453
False,0.0,False,37.0,True,3.0,False,0.0,False,0.0,False,3.0,100.0,False,1638
False,0.0,True,25.0,True,1.0,True,1.0,True,2.0,True,6.0,100.0,True,1888
False,0.0,True,23.0,False,1.0,True,2.0,True,2.0,True,11.0,100.0,True,1019
True,1.0,False,31.0,True,1.0,True,1.0,True,1.0,True,6.0,100.0,False,1366
False,0.0,True,8.0,False,0.0,False,0.0,False,0.0,False,1.0,100.0,False,1859
True,1.0,False,43.0,False,1.0,True,1.0,True,1.0,True,8.0,100.0,True,1180
False,0.0,True,14.0,False,1.0,False,0.0,True,2.0,True,5.0,100.0,False,1483
True,1.0,True,28.0,False,2.0,True,3.0,True,1.0,False,11.0,100.0,True,1649
False,0.0,True,23.0,True,3.0,False,0.0,False,1.0,False,3.0,100.0,True,1807
True,2.0,False,30.0,False,3.0,True,1.0,False,0.0,False,7.0,100.0,False,1237
True,1.0,False,32.0,True,4.0,True,1.0,False,1.0,True,9.0,100.0,True,2436
False,0.0,True,26.0,True,1.0,True,2.0,True,1.0,True,10.0,100.0,True,1407
True,1.0,True,37.0,False,2.0,True,2.0,True,1.0,True,10.0,100.0,True,918
False,0.0,True,28.0,True,1.0,True,1.0,True,1.0,True,7.0,100.0,True,1704
True,1.0,True,43.0,True,3.0,True,1.0,True,2.0,True,10.0,100.0,True,1632
True,1.0,True,23.0,False,3.0,True,2.0,True,2.0,True,9.0,100.0,True,1498
False,0.0,True,30.0,False,1.0,False,0.0,False,0.0,False,4.0,100.0,False,1563
True,2.0,True,31.0,False,3.0,True,3.0,True,2.0,True,8.0,100.0,False,1928
False,0.0,False,16.0,False,1.0,False,0.0,False,0.0,True,3.0,100.0,True,2590
True,2.0,True,44.0,True,2.0,True,1.0,True,2.0,True,10.0,100.0,True,992
True,1.0,True,27.0,False,2.0,True,2.0,True,2.0,True,10.0,100.0,True,1760
False,0.0,True,6.0,False,0.0,False,0.0,False,0.0,False,0.0,100.0,False,1491
False,0.0,False,17.0,False,0.0,False,0.0,False,0.0,False,3.0,100.0,False,1023
False,0.0,True,64.0,False,0.0,True,3.0,False,0.0,False,3.0,100.0,False,1446
True,1.0,True,29.0,True,1.0,False,0.0,True,2.0,True,4.0,100.0,False,1571
False,0.0,True,23.0,False,0.0,False,0.0,False,0.0,True,2.0,100.0,False,1752
False,0.0,True,51.0,False,0.0,True,1.0,False,0.0,True,4.0,100.0,True,1634
True,1.0,True,18.0,False,0.0,False,0.0,True,1.0,False,2.0,100.0,False,995
False,0.0,True,22.0,True,1.0,False,0.0,True,1.0,True,4.0,100.0,True,1666
False,0.0,False,33.0,False,3.0,True,1.0,False,0.0,False,7.0,100.0,True,914
True,1.0,True,29.0,False,2.0,True,2.0,True,2.0,True,9.0,100.0,True,1711
False,0.0,False,44.0,False,3.0,False,0.0,False,0.0,True,3.0,100.0,False,1687
True,1.0,False,23.0,False,0.0,True,1.0,True,2.0,True,6.0,100.0,False,2294
False,0.0,False,12.0,False,0.0,False,0.0,False,0.0,False,1.0,100.0,False,1770
False,0.0,False,20.0,False,1.0,False,0.0,True,2.0,True,4.0,100.0,False,1471
False,0.0,True,30.0,False,2.0,True,1.0,True,2.0,True,8.0,100.0,True,1957
False,0.0,False,27.0,False,0.0,False,0.0,True,1.0,False,4.0,100.0,False,1289
False,0.0,True,10.0,True,1.0,False,0.0,False,0.0,False,2.0,100.0,False,1658
False,0.0,False,36.0,True,2.0,True,1.0,True,1.0,True,8.0,100.0,True,1296
False,0.0,True,16.0,False,0.0,False,0.0,True,1.0,False,2.0,100.0,False,1847
False,0.0,False,13.0,False,0.0,False,0.0,False,0.0,False,1.0,100.0,False,1388
True,1.0,False,23.0,True,4.0,True,3.0,True,2.0,True,10.0,100.0,True,1332
True,3.0,False,63.0,True,3.0,True,4.0,False,0.0,False,11.0,100.0,True,1934
False,0.0,True,21.0,True,2.0,True,2.0,True,1.0,True,7.0,100.0,True,2273
False,0.0,True,28.0,False,2.0,False,0.0,True,1.0,False,1.0,100.0,False,941
True,2.0,False,36.0,False,2.0,True,2.0,True,2.0,True,9.0,100.0,True,1843
False,0.0,False,3.0,False,0.0,False,0.0,False,0.0,False,0.0,100.0,False,1978
False,0.0,False,26.0,False,1.0,True,2.0,False,0.0,False,7.0,100.0,True,982
False,0.0,False,27.0,False,1.0,False,0.0,False,0.0,False,2.0,100.0,False,1831
False,0.0,True,22.0,True,1.0,False,0.0,True,1.0,True,3.0,100.0,True,1881
False,0.0,True,15.0,False,0.0,False,0.0,False,0.0,False,2.0,100.0,False,967
True,1.0,True,42.0,False,4.0,True,1.0,True,1.0,False,7.0,100.0,True,1357
False,0.0,False,7.0,False,0.0,False,0.0,False,0.0,False,0.0,100.0,False,2018
False,1.0,False,33.0,True,5.0,True,1.0,False,0.0,False,8.0,100.0,True,960
False,0.0,True,22.0,True,2.0,True,1.0,False,1.0,False,6.0,100.0,True,1960
False,0.0,True,28.0,True,3.0,False,0.0,True,2.0,True,5.0,100.0,True,1559
False,0.0,True,21.0,False,0.0,False,0.0,False,0.0,False,1.0,100.0,False,1213
False,0.0,True,37.0,True,1.0,True,1.0,True,1.0,True,9.0,100.0,True,1748
True,1.0,False,42.0,True,4.0,True,1.0,True,1.0,False,9.0,100.0,True,953
True,1.0,True,22.0,False,2.0,True,1.0,False,0.0,False,7.0,100.0,True,1776
False,0.0,False,10.0,False,0.0,False,0.0,False,0.0,False,0.0,100.0,False,1466
False,0.0,False,24.0,True,2.0,False,0.0,False,0.0,True,2.0,100.0,True,942
False,0.0,False,21.0,False,0.0,False,0.0,True,1.0,False,1.0,100.0,False,916
False,0.0,False,14.0,True,2.0,False,0.0,True,1.0,True,5.0,100.0,False,1469
False,0.0,True,15.0,False,0.0,False,0.0,True,1.0,True,2.0,100.0,False,1572
True,2.0,True,23.0,False,1.0,True,4.0,True,1.0,False,11.0,100.0,True,1237
True,2.0,True,68.0,False,1.0,True,6.0,False,0.0,False,11.0,100.0,True,2326
False,0.0,False,44.0,False,0.0,True,1.0,False,0.0,False,4.0,100.0,True,2555
False,0.0,True,19.0,True,2.0,True,1.0,True,1.0,True,7.0,100.0,True,822
True,1.0,True,34.0,True,3.0,True,2.0,False,0.0,True,10.0,100.0,True,1140
False,0.0,True,36.0,False,2.0,True,1.0,True,1.0,True,7.0,100.0,True,1332
False,1.0,False,48.0,False,4.0,False,3.0,False,1.0,False,11.0,100.0,True,1681
False,0.0,True,12.0,False,0.0,False,0.0,False,0.0,False,0.0,100.0,False,2496
False,0.0,False,11.0,False,0.0,False,0.0,False,0.0,False,0.0,100.0,False,1167
False,0.0,True,15.0,False,1.0,False,0.0,False,0.0,False,0.0,100.0,False,1240
False,0.0,True,52.0,False,0.0,True,3.0,False,0.0,True,4.0,100.0,True,1182
False,0.0,True,30.0,False,2.0,True,1.0,True,2.0,True,8.0,100.0,True,1416
False,1.0,True,36.0,False,4.0,True,1.0,False,0.0,False,8.0,100.0,True,1289
False,0.0,True,23.0,False,1.0,True,2.0,True,2.0,True,11.0,100.0,True,2130
False,0.0,False,18.0,False,0.0,False,0.0,True,2.0,True,3.0,100.0,False,1366
False,1.0,False,24.0,False,0.0,False,0.0,True,1.0,True,5.0,100.0,False,1953
False,0.0,False,10.0,True,1.0,False,0.0,True,1.0,True,2.0,100.0,False,2160
False,0.0,True,26.0,False,0.0,False,0.0,True,1.0,False,2.0,100.0,False,1380
False,1.0,False,40.0,True,4.0,True,1.0,True,1.0,True,9.0,100.0,True,1518
False,0.0,True,21.0,True,3.0,False,1.0,False,0.0,True,5.0,100.0,False,2086
True,1.0,True,29.0,False,0.0,True,1.0,True,2.0,True,9.0,100.0,True,1781
True,2.0,True,35.0,False,2.0,True,3.0,True,2.0,True,11.0,100.0,True,1434
False,0.0,True,12.0,False,0.0,False,0.0,False,0.0,False,2.0,100.0,False,1758
True,1.0,False,39.0,False,3.0,True,2.0,False,1.0,False,8.0,100.0,True,1376
False,0.0,True,55.0,False,0.0,False,1.0,False,0.0,False,4.0,100.0,True,2067
True,1.0,False,28.0,True,3.0,True,2.0,True,2.0,True,8.0,100.0,True,1398
False,0.0,False,9.0,False,0.0,False,0.0,False,1.0,False,2.0,100.0,False,1619
False,0.0,False,11.0,True,2.0,False,0.0,True,1.0,True,3.0,100.0,False,1455
False,0.0,True,25.0,False,2.0,False,0.0,False,1.0,False,2.0,100.0,False,1564
True,1.0,True,29.0,True,2.0,True,1.0,True,2.0,True,9.0,100.0,True,1898
True,2.0,False,49.0,False,3.0,True,3.0,True,2.0,True,10.0,100.0,True,1422
False,0.0,False,22.0,False,0.0,False,0.0,False,0.0,False,4.0,100.0,False,1894
False,0.0,False,4.0,True,1.0,False,0.0,False,0.0,False,0.0,100.0,False,1706
True,2.0,False,34.0,False,2.0,True,1.0,False,0.0,True,9.0,100.0,True,1115
False,0.0,False,33.0,False,3.0,True,2.0,False,0.0,False,8.0,100.0,True,2130
False,0.0,False,12.0,True,2.0,False,0.0,False,0.0,False,0.0,100.0,False,2373
True,1.0,False,31.0,True,3.0,True,2.0,False,1.0,False,11.0,100.0,False,1448
True,2.0,True,23.0,False,1.0,True,4.0,True,1.0,False,11.0,100.0,True,2147
False,0.0,False,21.0,False,0.0,False,0.0,False,0.0,False,0.0,100.0,False,2326
False,0.0,False,31.0,False,3.0,False,0.0,False,0.0,False,4.0,100.0,True,1326
True,1.0,False,36.0,True,4.0,True,2.0,True,2.0,True,10.0,100.0,True,1602
False,0.0,False,11.0,True,1.0,False,0.0,False,0.0,False,0.0,100.0,False,1623
False,0.0,False,25.0,True,1.0,False,0.0,False,0.0,False,2.0,100.0,False,1306
False,0.0,True,27.0,False,0.0,False,0.0,True,1.0,True,2.0,100.0,False,1964
False,1.0,True,16.0,True,1.0,False,0.0,True,1.0,False,2.0,100.0,False,1682
False,0.0,True,34.0,True,2.0,True,2.0,True,2.0,False,9.0,100.0,True,1670
True,1.0,True,32.0,True,4.0,True,1.0,True,1.0,False,7.0,100.0,True,1332
True,1.0,False,31.0,False,2.0,True,1.0,False,0.0,False,8.0,100.0,True,1562
True,2.0,False,26.0,False,1.0,True,1.0,True,2.0,True,6.0,100.0,False,1715
False,0.0,True,25.0,False,2.0,True,1.0,True,1.0,False,8.0,100.0,True,1997
False,0.0,False,9.0,True,1.0,False,0.0,False,0.0,False,0.0,100.0,False,1808
False,1.0,True,35.0,False,1.0,False,0.0,False,0.0,False,1.0,100.0,False,1154
True,2.0,True,44.0,True,3.0,True,3.0,False,0.0,False,11.0,100.0,True,1837
True,2.0,True,49.0,True,2.0,False,0.0,False,0.0,False,5.0,100.0,False,2030
False,0.0,True,23.0,True,2.0,False,0.0,True,1.0,True,3.0,100.0,True,1878
False,0.0,False,8.0,False,0.0,False,0.0,True,1.0,True,3.0,100.0,False,1032
False,0.0,False,28.0,True,2.0,False,0.0,False,0.0,False,3.0,100.0,False,1502
False,0.0,False,26.0,True,2.0,False,0.0,True,2.0,True,3.0,100.0,True,2152
False,0.0,False,91.0,False,0.0,True,5.0,False,0.0,True,4.0,100.0,True,1300
True,1.0,True,22.0,True,3.0,True,2.0,False,0.0,True,9.0,100.0,True,2066
False,0.0,False,23.0,True,2.0,False,0.0,False,0.0,False,2.0,100.0,False,1538
False,0.0,False,18.0,False,0.0,False,0.0,False,0.0,False,1.0,100.0,False,1404
False,0.0,False,28.0,False,1.0,False,0.0,False,0.0,False,3.0,100.0,False,1641
False,0.0,True,29.0,True,2.0,True,1.0,True,2.0,True,6.0,100.0,True,1567
True,2.0,True,46.0,True,2.0,True,2.0,False,1.0,False,9.0,100.0,False,1213
False,0.0,True,17.0,False,0.0,False,0.0,True,2.0,False,3.0,100.0,False,2478
False,0.0,True,28.0,False,1.0,False,0.0,True,1.0,True,4.0,100.0,False,1554
True,2.0,True,33.0,False,1.0,True,3.0,True,1.0,True,9.0,100.0,True,1814
False,0.0,True,32.0,False,0.0,False,0.0,False,0.0,False,1.0,100.0,False,1739
True,1.0,True,39.0,True,4.0,True,2.0,False,1.0,True,9.0,100.0,True,952
True,1.0,False,45.0,False,2.0,True,1.0,False,1.0,False,6.0,100.0,True,1570
False,0.0,True,24.0,False,0.0,False,0.0,True,1.0,True,4.0,100.0,True,1623
True,2.0,False,37.0,False,1.0,True,1.0,False,0.0,False,6.0,100.0,False,926
False,0.0,False,15.0,False,1.0,False,0.0,True,1.0,False,3.0,100.0,False,1948
True,1.0,True,29.0,False,2.0,True,2.0,False,1.0,False,9.0,100.0,True,1372
False,0.0,True,35.0,True,2.0,False,0.0,True,1.0,True,5.0,100.0,False,1612
False,0.0,True,9.0,False,0.0,False,0.0,False,0.0,False,1.0,100.0,False,1966
False,0.0,True,32.0,True,3.0,False,0.0,True,1.0,True,3.0,100.0,False,1272
False,0.0,True,24.0,True,2.0,False,0.0,True,1.0,True,2.0,100.0,False,2114
True,1.0,False,32.0,False,3.0,True,1.0,True,1.0,True,7.0,100.0,True,1905
True,1.0,True,27.0,False,2.0,True,2.0,True,2.0,True,9.0,100.0,True,1632
True,1.0,False,15.0,True,1.0,False,0.0,False,0.0,False,4.0,100.0,False,1443
False,0.0,True,16.0,False,1.0,False,0.0,False,0.0,False,4.0,100.0,False,1842
True,1.0,False,39.0,False,2.0,True,1.0,True,2.0,False,9.0,100.0,True,1952
True,2.0,True,34.0,True,4.0,True,2.0,True,2.0,True,10.0,100.0,True,1631
False,0.0,True,11.0,True,1.0,False,0.0,False,0.0,False,1.0,100.0,False,2178
False,0.0,False,3.0,False,0.0,False,0.0,False,0.0,False,0.0,100.0,False,1326
False,0.0,True,19.0,False,0.0,False,0.0,True,1.0,False,0.0,100.0,False,982
False,0.0,False,3.0,False,0.0,False,0.0,False,0.0,False,0.0,100.0,False,1211
False,0.0,False,34.0,False,3.0,True,2.0,False,0.0,False,7.0,100.0,True,917
False,0.0,True,22.0,True,2.0,False,0.0,False,0.0,False,4.0,100.0,False,2218
False,0.0,True,29.0,True,2.0,False,0.0,True,1.0,True,5.0,100.0,True,1819
False,0.0,True,33.0,False,0.0,True,1.0,True,1.0,True,7.0,100.0,True,995
True,1.0,False,44.0,False,2.0,True,2.0,False,0.0,True,8.0,100.0,True,1596
False,0.0,False,15.0,False,0.0,False,0.0,False,0.0,False,0.0,100.0,False,1829
False,0.0,False,20.0,False,2.0,False,0.0,True,1.0,True,2.0,100.0,False,1504
False,0.0,True,21.0,True,3.0,False,0.0,True,2.0,True,5.0,100.0,True,1576
False,0.0,False,15.0,True,2.0,False,0.0,False,0.0,False,3.0,100.0,False,1234
False,0.0,False,15.0,False,1.0,False,0.0,True,1.0,False,2.0,100.0,False,1493
True,1.0,False,45.0,False,2.0,False,0.0,True,1.0,True,2.0,100.0,False,1407
True,1.0,True,31.0,True,3.0,True,1.0,True,2.0,True,7.0,100.0,True,2313
False,0.0,False,26.0,False,0.0,False,0.0,False,0.0,False,1.0,100.0,False,1625
False,0.0,True,47.0,False,0.0,True,1.0,False,0.0,True,2.0,100.0,False,1706
True,1.0,True,39.0,False,1.0,True,2.0,False,1.0,True,8.0,100.0,True,1131
True,1.0,False,38.0,False,0.0,True,1.0,False,1.0,False,7.0,100.0,True,2382
True,1.0,True,27.0,True,2.0,True,2.0,True,2.0,True,9.0,100.0,True,1606
False,0.0,False,36.0,True,4.0,True,2.0,False,0.0,True,10.0,100.0,True,1460
False,0.0,True,24.0,False,1.0,False,0.0,True,1.0,False,2.0,100.0,False,1737
True,1.0,True,33.0,False,2.0,True,1.0,False,1.0,True,8.0,100.0,True,1572
False,0.0,False,18.0,True,1.0,False,0.0,False,0.0,False,1.0,100.0,False,1571
False,0.0,False,34.0,True,2.0,False,0.0,False,1.0,True,3.0,100.0,False,1244
True,1.0,False,45.0,False,2.0,True,1.0,False,1.0,False,6.0,100.0,True,2003
True,1.0,True,31.0,False,2.0,True,1.0,True,2.0,True,9.0,100.0,True,1623
False,0.0,False,15.0,False,1.0,False,0.0,False,0.0,False,0.0,100.0,False,1478
True,1.0,False,32.0,False,3.0,True,3.0,False,0.0,False,10.0,100.0,True,1440
False,0.0,False,19.0,True,2.0,False,0.0,False,0.0,True,1.0,100.0,False,2559
False,0.0,True,34.0,False,1.0,False,1.0,False,0.0,False,5.0,100.0,False,1643
False,0.0,False,9.0,False,0.0,False,0.0,False,0.0,False,4.0,100.0,False,2016
False,0.0,False,25.0,False,1.0,False,0.0,True,1.0,True,3.0,100.0,False,1333
False,0.0,True,23.0,True,2.0,False,0.0,True,1.0,True,3.0,100.0,False,2076
False,0.0,True,30.0,True,3.0,True,1.0,False,0.0,False,6.0,100.0,True,1633
False,1.0,False,33.0,False,2.0,False,2.0,False,0.0,False,6.0,100.0,False,1785
True,1.0,True,30.0,True,2.0,True,2.0,True,2.0,True,7.0,100.0,True,2518
False,0.0,True,24.0,False,1.0,False,0.0,True,2.0,True,3.0,100.0,False,1508
False,0.0,True,50.0,False,0.0,False,1.0,False,0.0,False,4.0,100.0,False,1769
False,1.0,True,29.0,False,2.0,True,1.0,False,0.0,False,6.0,100.0,False,1166
False,0.0,True,49.0,False,1.0,True,3.0,True,2.0,False,9.0,100.0,False,2417
False,0.0,False,17.0,False,1.0,True,2.0,True,2.0,True,9.0,100.0,True,1855
False,0.0,False,15.0,False,1.0,False,0.0,False,0.0,False,2.0,100.0,False,1323
True,1.0,True,28.0,True,4.0,True,3.0,True,1.0,True,11.0,100.0,True,1675
False,0.0,False,49.0,False,0.0,True,2.0,False,0.0,False,4.0,100.0,True,1767
False,0.0,True,5.0,False,0.0,False,0.0,True,1.0,False,0.0,100.0,False,1283
